subject_id,session,condition,segment_id,segment_file,n_samples,n_channels
202507,Session01,camsise,10,outputs\cleaned_segments\202507_Session01_camsise.npz,1024,32
202508,Session01,karton,0,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,1,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,2,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,3,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,4,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,5,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,6,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,7,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,8,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,9,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,karton,10,outputs\cleaned_segments\202508_Session01_karton.npz,1024,32
202508,Session01,camsise,0,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,1,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,2,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,3,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,4,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,5,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,6,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,7,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,8,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,9,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202508,Session01,camsise,10,outputs\cleaned_segments\202508_Session01_camsise.npz,1024,32
202509,Session01,karton,0,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,1,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,2,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,3,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,4,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,5,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,6,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,7,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,8,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,9,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,karton,10,outputs\cleaned_segments\202509_Session01_karton.npz,1024,32
202509,Session01,camsise,0,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,1,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,2,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,3,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,4,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,5,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,6,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,7,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,8,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,9,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202509,Session01,camsise,10,outputs\cleaned_segments\202509_Session01_camsise.npz,1024,32
202511,Session01,karton,0,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,1,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,2,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,3,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,4,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,5,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,6,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,7,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,8,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,9,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,karton,10,outputs\cleaned_segments\202511_Session01_karton.npz,1024,32
202511,Session01,camsise,0,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,1,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,2,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,3,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,4,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,5,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,6,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,7,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,8,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,9,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202511,Session01,camsise,10,outputs\cleaned_segments\202511_Session01_camsise.npz,1024,32
202512,Session01,karton,0,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,1,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,2,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,3,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,4,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,5,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,6,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,7,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,8,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,9,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,karton,10,outputs\cleaned_segments\202512_Session01_karton.npz,1024,32
202512,Session01,camsise,0,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,1,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,2,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,3,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,4,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,5,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,6,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,7,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,8,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,9,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202512,Session01,camsise,10,outputs\cleaned_segments\202512_Session01_camsise.npz,1024,32
202513,Session01,karton,0,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,1,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,2,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,3,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,4,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,5,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,6,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,7,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,8,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,9,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,karton,10,outputs\cleaned_segments\202513_Session01_karton.npz,1024,32
202513,Session01,camsise,0,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,1,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,2,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,3,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,4,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,5,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,6,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,7,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,8,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,9,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202513,Session01,camsise,10,outputs\cleaned_segments\202513_Session01_camsise.npz,1024,32
202514,Session01,karton,0,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,1,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,2,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,3,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,4,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,5,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,6,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,7,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,8,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,9,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,karton,10,outputs\cleaned_segments\202514_Session01_karton.npz,1024,32
202514,Session01,camsise,0,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,1,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,2,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,3,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,4,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,5,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,6,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,7,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,8,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,9,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202514,Session01,camsise,10,outputs\cleaned_segments\202514_Session01_camsise.npz,1024,32
202515,Session01,karton,0,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,1,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,2,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,3,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,4,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,5,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,6,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,7,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,8,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,9,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,karton,10,outputs\cleaned_segments\202515_Session01_karton.npz,1024,32
202515,Session01,camsise,0,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,1,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,2,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,3,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,4,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,5,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,6,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,7,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,8,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,9,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202515,Session01,camsise,10,outputs\cleaned_segments\202515_Session01_camsise.npz,1024,32
202516,Session01,karton,0,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,1,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,2,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,3,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,4,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,5,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,6,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,7,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,8,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,9,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,karton,10,outputs\cleaned_segments\202516_Session01_karton.npz,1024,32
202516,Session01,camsise,0,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,1,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,2,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,3,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,4,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,5,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,6,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,7,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,8,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,9,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202516,Session01,camsise,10,outputs\cleaned_segments\202516_Session01_camsise.npz,1024,32
202517,Session01,karton,0,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,1,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,2,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,3,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,4,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,5,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,6,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,7,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,8,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,9,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,karton,10,outputs\cleaned_segments\202517_Session01_karton.npz,1024,32
202517,Session01,camsise,0,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,1,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,2,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,3,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,4,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,5,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,6,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,7,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,8,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,9,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202517,Session01,camsise,10,outputs\cleaned_segments\202517_Session01_camsise.npz,1024,32
202518,Session01,karton,0,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,1,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,2,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,3,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,4,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,5,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,6,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,7,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,8,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,9,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,karton,10,outputs\cleaned_segments\202518_Session01_karton.npz,1024,32
202518,Session01,camsise,0,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,1,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,2,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,3,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,4,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,5,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,6,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,7,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,8,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,9,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202518,Session01,camsise,10,outputs\cleaned_segments\202518_Session01_camsise.npz,1024,32
202519,Session01,karton,0,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,1,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,2,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,3,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,4,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,5,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,6,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,7,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,8,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,9,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,karton,10,outputs\cleaned_segments\202519_Session01_karton.npz,1024,32
202519,Session01,camsise,0,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,1,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,2,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,3,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,4,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,5,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,6,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,7,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,8,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,9,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202519,Session01,camsise,10,outputs\cleaned_segments\202519_Session01_camsise.npz,1024,32
202520,Session01,karton,0,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,1,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,2,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,3,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,4,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,5,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,6,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,7,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,8,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,9,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,karton,10,outputs\cleaned_segments\202520_Session01_karton.npz,1024,32
202520,Session01,camsise,0,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,1,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,2,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,3,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,4,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,5,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,6,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,7,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,8,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,9,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202520,Session01,camsise,10,outputs\cleaned_segments\202520_Session01_camsise.npz,1024,32
202521,Session01,karton,0,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,1,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,2,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,3,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,4,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,5,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,6,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,7,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,8,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,9,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,karton,10,outputs\cleaned_segments\202521_Session01_karton.npz,1024,32
202521,Session01,camsise,0,outputs\cleaned_segments\202521_Session01_camsise.npz,1024,32
202521,Session01,camsise,1,outputs\cleaned_segments\202521_Session01_camsise.npz,1024,32
202521,Session01,camsise,2,outputs\cleaned_segments\202521_Session01_camsise.npz,1024,32
202521,Session01,camsise,3,outputs\cleaned_segments\202521_Session01_camsise.npz,1024,32
202521,Session01,camsise,4,outputs\cleaned_segments\202521_Session01_camsise.npz,1024,32
